rank,candidate_id,title,headline,years_experience,ai_skill_count,domain_score,skill_score,experience_score,final_score,headline_text,summary_text,top_career_snippets
42,CAND_0045250,Applied ML Engineer,"Applied ML Engineer | Search, Ranking & Retrieval",6.6,8,0.35484749657551684,0.7548666666666667,1.0,0.6707309156393219,"Applied ML Engineer | Search, Ranking & Retrieval","Machine learning engineer with 6.6 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...","Applied ML Engineer | Search, Ranking & Retrieval || ...comfortable with the operational side — A/B testing, drift monitoring, retraining schedules... || ...erience building ML-powered features in production. Strong background in NLP, recommendati... || Built and operated production ML pipelines using MLflow for experimen... || ...search-based product to embedding-based retrieval. Along the way I've gotten comfortable..."
43,CAND_0008202,Senior Software Engineer (ML),Senior Software Engineer (ML) | Building ML-powered solutions,5.7,10,0.36967035728423164,0.7794,1.0,0.6706911071852696,Senior Software Engineer (ML) | Building ML-powered solutions,"Data scientist / ML engineer with 5.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec...","...-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side o... || ...mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used... || ...s. Pure ML side of the work; production deployment was handled by the platform team. || ...loyment workflows. I've been working on recommendation-style features but lighter on the deep-... || ..., but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedb..."
44,CAND_0060054,AI Engineer,"AI Engineer | ML, NLP, Recommendation Systems",6.4,6,0.475924466663035,0.5369333333333333,1.0,0.6687373399989105,"AI Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 6.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...","...stack from feature engineering through deployment. Recently, my main project for the last... || ...laborative filtering with content-based ranking. The system uses item-item similarit... || ...system serving 10M+ users that combined collaborative filtering with content-based ranking. The system... || ...eature pipeline (~200 features) and the A/B testing infrastructure. The launch improved 7-d... || Developed a semantic search feature for an internal knowledge base..."
45,CAND_0070202,Machine Learning Engineer,"Machine Learning Engineer | Search, Ranking & Retrieval",5.1,8,0.4211751426751886,0.8135333333333333,1.0,0.6681492094692233,"Machine Learning Engineer | Search, Ranking & Retrieval","Machine learning engineer with 5.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...","Machine Learning Engineer | Search, Ranking & Retrieval || ...laborative filtering with content-based ranking. The system uses item-item similarit... || ...e Learning Engineer | Search, Ranking & Retrieval || ...system serving 10M+ users that combined collaborative filtering with content-based ranking. The system... || ...eature pipeline (~200 features) and the A/B testing infrastructure. The launch improved 7-d..."
46,CAND_0007412,Applied ML Engineer,"Applied ML Engineer | ML, NLP, Recommendation Systems",7.4,6,0.49374253834247855,0.5774666666666666,1.0,0.6676827615027435,"Applied ML Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...","...) and human-in-the-loop quality scores. Deployment cut average ticket resolution time by 3... || Search Engineer || ...comfortable with the operational side — A/B testing, drift monitoring, retraining schedules... || ...valuation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop qua... || Owned the ranking layer for an e-commerce search produ..."
47,CAND_0017590,AI Research Engineer,AI Research Engineer | 5.1 yrs in analytics & ML,5.1,10,0.2620061685824055,0.7194666666666667,1.0,0.6662218505747217,AI Research Engineer | 5.1 yrs in analytics & ML,"Data scientist / ML engineer with 5.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split...","...een dashboarding/analytics and shipping production ML models. I'm strongest at the modelin... || AI Research Engineer | 5.1 yrs in analytics & ML || AI Research Engineer || ...hon, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth o... || ...mic pricing but those didn't make it to production. The work was a mix of modeling, analys..."
48,CAND_0096142,Applied ML Engineer,"Applied ML Engineer | Search, Ranking & Retrieval",5.0,8,0.3811294085876592,0.8102,1.0,0.6659488225762977,"Applied ML Engineer | Search, Ranking & Retrieval","Machine learning engineer with 5.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...","Applied ML Engineer | Search, Ranking & Retrieval || ...system serving 10M+ users that combined collaborative filtering with content-based ranking. The system... || ...eature pipeline (~200 features) and the A/B testing infrastructure. The launch improved 7-d... || ...comfortable with the operational side — A/B testing, drift monitoring, retraining schedules... || Built a content recommendation system serving 10M+ users that combined collaborative..."
49,CAND_0091254,AI Research Engineer,AI Research Engineer | 5.2 yrs in analytics & ML,5.2,12,0.3728140465999398,0.7993999999999999,1.0,0.664674213979982,AI Research Engineer | 5.2 yrs in analytics & ML,"Data scientist / ML engineer with 5.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split...","...he feature store, and writing the model-serving observability layer. I worked closely w... || ...een dashboarding/analytics and shipping production ML models. I'm strongest at the modelin... || ...ted to ML feature engineering and model deployment for a fraud-detection product. My main... || AI Research Engineer || ...AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
50,CAND_0079387,AI Engineer,AI Engineer | Applied ML | Building intelligent products,6.9,4,0.46456024709734844,0.35073333333333334,1.0,0.6634914074625379,AI Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 6.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...","...laborative filtering with content-based ranking. The system uses item-item similarit... || ...stack from feature engineering through deployment. Recently, I've been the de-facto ML le... || ...system serving 10M+ users that combined collaborative filtering with content-based ranking. The system... || ...eature pipeline (~200 features) and the A/B testing infrastructure. The launch improved 7-d... || Developed a semantic search feature for an internal knowledge base..."
51,CAND_0055905,Senior Machine Learning Engineer,"Senior Machine Learning Engineer | LLMs, RAG, Vector Search | ex-Top Tech",8.1,5,0.4329534462408269,0.5222666666666667,1.0,0.6633927005389149,"Senior Machine Learning Engineer | LLMs, RAG, Vector Search | ex-Top Tech","Senior AI engineer with 8.1 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I led the migration from keyword-based ranking t...",
52,CAND_0065878,Senior Data Scientist,"Senior Data Scientist | ML, NLP, Recommendation Systems",7.8,6,0.49090394473113497,0.5117333333333333,1.0,0.6629645167526739,"Senior Data Scientist | ML, NLP, Recommendation Systems","Machine learning engineer with 7.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
53,CAND_0058688,AI Engineer,AI Engineer | Applied ML | Building intelligent products,6.7,7,0.29572619897168817,0.6231333333333333,1.0,0.6628478596915065,AI Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 6.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
54,CAND_0088385,Computer Vision Engineer,Computer Vision Engineer | 7.0 yrs in analytics & ML,7.0,10,0.36504091702768265,0.7562,1.0,0.6626622751083048,Computer Vision Engineer | 7.0 yrs in analytics & ML,"Data scientist / ML engineer with 7.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
55,CAND_0066035,Data Scientist,Data Scientist | Building ML-powered solutions,6.7,10,0.31593072575736536,0.6903333333333334,1.0,0.661722551060543,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 6.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split...",
56,CAND_0075249,Applied ML Engineer,"Applied ML Engineer | Search, Ranking & Retrieval",6.2,5,0.4530094946815247,0.5204,1.0,0.6580228484044575,"Applied ML Engineer | Search, Ranking & Retrieval","Machine learning engineer with 6.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
57,CAND_0072660,Machine Learning Engineer,"Machine Learning Engineer | ML, NLP, Recommendation Systems",7.1,7,0.40754877783926363,0.6918,1.0,0.6569146333517791,"Machine Learning Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
58,CAND_0021491,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,6.1,10,0.33053033575115615,0.7402666666666666,1.0,0.6560057673920134,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 6.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
59,CAND_0068811,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,8.0,6,0.44889345945582393,0.5859333333333333,1.0,0.6556980378367472,Applied ML Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 8.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
60,CAND_0083307,Search Engineer,"Search Engineer | Search, Ranking & Retrieval",7.8,7,0.5092921986740098,0.6149333333333333,1.0,0.6543209929355362,"Search Engineer | Search, Ranking & Retrieval","Machine learning engineer with 7.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
61,CAND_0062247,AI Engineer,"AI Engineer | ML, NLP, Recommendation Systems",7.3,7,0.41868884744215273,0.5598666666666666,1.0,0.6518133208993125,"AI Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.3 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
62,CAND_0018722,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",6.6,6,0.46308238663668017,0.5833999999999999,1.0,0.651454715991004,"Recommendation Systems Engineer | Search, Ranking & Retrieval","Machine learning engineer with 6.6 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
63,CAND_0047721,Senior Data Scientist,"Senior Data Scientist | ML, NLP, Recommendation Systems",7.0,8,0.3998450538071507,0.6440666666666666,1.0,0.6514235161421451,"Senior Data Scientist | ML, NLP, Recommendation Systems","Machine learning engineer with 7.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
64,CAND_0015528,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,7.4,11,0.3782180082491543,0.8817999999999999,1.0,0.6510962208444433,Applied ML Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 7.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
65,CAND_0039383,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,7.1,6,0.4643897437417895,0.5525333333333333,1.0,0.6484502564558703,Applied ML Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 7.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
66,CAND_0083879,Machine Learning Engineer,"Machine Learning Engineer | Search, Ranking & Retrieval",7.1,7,0.42074529974233077,0.6219333333333333,1.0,0.6472935899226993,"Machine Learning Engineer | Search, Ranking & Retrieval","Machine learning engineer with 7.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
67,CAND_0005311,AI Research Engineer,AI Research Engineer | 5.7 yrs in analytics & ML,5.7,7,0.3728140465999397,0.5594666666666667,1.0,0.6470108806466487,AI Research Engineer | 5.7 yrs in analytics & ML,"Data scientist / ML engineer with 5.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec...",
68,CAND_0001819,ML Engineer,ML Engineer | 4.4 yrs in analytics & ML,4.4,11,0.23282387733727555,0.7925333333333333,0.866,0.646700496534516,ML Engineer | 4.4 yrs in analytics & ML,"Data scientist / ML engineer with 4.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec...",
69,CAND_0002037,ML Engineer,ML Engineer | Data Science & ML enthusiast,5.5,10,0.32079245499111747,0.6958,1.0,0.6466277364973352,ML Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
70,CAND_0045141,Data Scientist,Data Scientist | 5.3 yrs in analytics & ML,5.3,8,0.3273947854498539,0.6224666666666666,1.0,0.6452217689682895,Data Scientist | 5.3 yrs in analytics & ML,"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
71,CAND_0037160,Data Scientist,Data Scientist | Building ML-powered solutions,6.0,8,0.36401519507212426,0.5710666666666666,1.0,0.6439512251883039,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
72,CAND_0067201,ML Engineer,ML Engineer | 6.0 yrs in analytics & ML,6.0,10,0.2587673769672839,0.783,1.0,0.6418202130901851,ML Engineer | 6.0 yrs in analytics & ML,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h...",
73,CAND_0097176,ML Engineer,ML Engineer | 5.9 yrs in analytics & ML,5.9,6,0.3736045974871836,0.4135333333333333,1.0,0.6415047125794884,ML Engineer | 5.9 yrs in analytics & ML,"Data scientist / ML engineer with 5.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h...",
74,CAND_0092181,Data Scientist,Data Scientist | Data Science & ML enthusiast,4.6,11,0.2293118601486813,0.8212666666666666,0.916,0.6410968913779377,Data Scientist | Data Science & ML enthusiast,"Data scientist / ML engineer with 4.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split...",
75,CAND_0023458,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,5.0,11,0.28039442252528035,0.7198,1.0,0.6410883267575842,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split...",
76,CAND_0098846,AI Engineer,"AI Engineer | Search, Ranking & Retrieval",7.6,6,0.44538144226722975,0.4406666666666666,1.0,0.6385810993468357,"AI Engineer | Search, Ranking & Retrieval","Machine learning engineer with 7.6 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
77,CAND_0013613,Machine Learning Engineer,"Machine Learning Engineer | ML, NLP, Recommendation Systems",4.7,9,0.4890258862666886,0.8792,0.916,0.6382356339744059,"Machine Learning Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 4.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
78,CAND_0049831,Computer Vision Engineer,Computer Vision Engineer | 5.4 yrs in analytics & ML,5.4,8,0.275521672186011,0.6201333333333333,1.0,0.6370498349891367,Computer Vision Engineer | 5.4 yrs in analytics & ML,"Data scientist / ML engineer with 5.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec...",
79,CAND_0005649,Senior Data Scientist,"Senior Data Scientist | Search, Ranking & Retrieval",7.4,7,0.48585228146022824,0.6824666666666666,1.0,0.6369323511047351,"Senior Data Scientist | Search, Ranking & Retrieval","Machine learning engineer with 7.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
80,CAND_0026716,Computer Vision Engineer,Computer Vision Engineer | Building ML-powered solutions,5.6,10,0.37814233663133623,0.7454666666666667,1.0,0.6366493676560676,Computer Vision Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec...",
81,CAND_0077956,Computer Vision Engineer,Computer Vision Engineer | 6.4 yrs in analytics & ML,6.4,10,0.3149050038018069,0.6739333333333334,1.0,0.6365548344738754,Computer Vision Engineer | 6.4 yrs in analytics & ML,"Data scientist / ML engineer with 6.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
82,CAND_0068081,Computer Vision Engineer,Computer Vision Engineer | Data Science & ML enthusiast,6.2,11,0.3156540989968756,0.7042666666666667,1.0,0.6363828963657294,Computer Vision Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 6.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec...",
83,CAND_0000666,Data Scientist,Data Scientist | Building ML-powered solutions,6.5,10,0.38496881705287006,0.742,1.0,0.6357306451158611,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 6.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h...",
84,CAND_0004972,ML Engineer,ML Engineer | Building ML-powered solutions,6.0,9,0.29024943059531233,0.6494666666666666,1.0,0.6354948291785937,ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec...",
85,CAND_0092255,ML Engineer,ML Engineer | Data Science & ML enthusiast,5.2,7,0.3862405425850159,0.5755333333333332,1.0,0.6352821627755048,ML Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
86,CAND_0013393,ML Engineer,ML Engineer | 5.3 yrs in analytics & ML,5.3,10,0.445906387499501,0.6725333333333334,1.0,0.6338785829165171,ML Engineer | 5.3 yrs in analytics & ML,"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec...",
87,CAND_0036184,Recommendation Systems Engineer,Recommendation Systems Engineer | Applied ML | Building intelligent products,6.0,9,0.4071346938393117,0.6928666666666667,1.0,0.633491825840245,Recommendation Systems Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 6.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
88,CAND_0091890,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,4.7,10,0.4041476218829888,0.6825333333333333,0.916,0.6331909532315634,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 4.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
89,CAND_0061257,Staff Machine Learning Engineer,Senior Engineer | 8.0+ yrs in production systems,8.0,5,0.30335085019896585,0.4509333333333333,1.0,0.6325319217263565,Senior Engineer | 8.0+ yrs in production systems,Senior engineer who has spent the last several years building systems that connect users with relevant information at scale. Comfortable across the full stack from infrastructure to algorithms to prod...,
90,CAND_0092278,Senior NLP Engineer,Senior NLP Engineer | Building AI-native search & ranking systems,6.8,7,0.45254773419261846,0.6951999999999999,1.0,0.6316443202577855,Senior NLP Engineer | Building AI-native search & ranking systems,"Senior AI engineer with 6.8 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I drove the platform's RAG strategy from prototy...",
91,CAND_0027801,NLP Engineer,"NLP Engineer | ML, NLP, Recommendation Systems",7.4,6,0.44642319371736655,0.5582666666666666,1.0,0.63132695811521,"NLP Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
92,CAND_0098454,AI Specialist,AI Specialist | Building ML-powered solutions,6.6,8,0.28809814655739324,0.5245333333333333,1.0,0.6308027773005513,AI Specialist | Building ML-powered solutions,"Data scientist / ML engineer with 6.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
93,CAND_0004402,AI Research Engineer,AI Research Engineer | 6.0 yrs in analytics & ML,6.0,7,0.41902385863726943,0.5343333333333333,1.0,0.6301704909245143,AI Research Engineer | 6.0 yrs in analytics & ML,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split...",
94,CAND_0003841,ML Engineer,ML Engineer | Building ML-powered solutions,5.0,10,0.3252435014119349,0.6569333333333334,0.984,0.6296597170902472,ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on rec...",
95,CAND_0051292,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,5.2,7,0.47097604470594756,0.7766,1.0,0.6289912758023701,Applied ML Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 5.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
96,CAND_0015097,Senior Software Engineer (ML),Senior Software Engineer (ML) | 6.0 yrs in analytics & ML,6.0,8,0.24559028574581238,0.6274,1.0,0.6282804190570771,Senior Software Engineer (ML) | 6.0 yrs in analytics & ML,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last coup...",
97,CAND_0080372,Computer Vision Engineer,Computer Vision Engineer | Building ML-powered solutions,5.2,7,0.40784143409433177,0.5032,1.0,0.6276524302282994,Computer Vision Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split...",
98,CAND_0042029,Senior Data Scientist,"Senior Data Scientist | Search, Ranking & Retrieval",6.5,9,0.3532211577698691,0.8412666666666666,1.0,0.6271023856512455,"Senior Data Scientist | Search, Ranking & Retrieval","Machine learning engineer with 6.5 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
99,CAND_0095528,Senior Data Scientist,"Senior Data Scientist | Search, Ranking & Retrieval",5.3,7,0.3568122477632985,0.5962,1.0,0.6268736743289897,"Senior Data Scientist | Search, Ranking & Retrieval","Machine learning engineer with 5.3 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack fro...",
100,CAND_0043312,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,4.2,11,0.2921351089782588,0.6840666666666667,0.834,0.6266905326934776,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 4.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work h...",
